"","Gene.ID","logFC","P.Value"
"Os.18406.1.S1_at","4343779",-0.43391573255412,0.0230114877387968
"Os.21398.1.S1_at","4334039",-0.156974150874296,0.023033682161666
"Os.49784.1.S1_at","4350138",-0.449596257519257,0.0230444577198061
"Os.32672.2.S1_at","4325640",0.293259017928163,0.0230487228510056
"Os.5910.1.S1_at","4337139",0.242061351443832,0.0230570952821908
"Os.37238.1.S1_at","4344874",0.16702935382787,0.0230625132650515
"Os.26574.1.S1_at","4338670",-0.123916254692098,0.0230649759088752
"Os.9713.1.S1_at","4339814",0.227773728740624,0.0230672146640927
"Os.54008.1.S1_at","4341913",-0.698373897359863,0.0230713370942255
"Os.49102.1.S1_x_at","4342524",-1.50505133295306,0.0230768998542869
"Os.12223.2.S1_at","4326996",-0.497901014666787,0.0230774495749184
"Os.20864.1.A1_at","4344017",-0.198223022290029,0.0230784253047593
"Os.14774.2.S1_at","4332638",0.222421637169044,0.0230856250315775
"Os.18558.1.S1_at","4334042",-0.241560305983233,0.0231079602200511
"Os.9758.1.S1_at","4330016",-0.22112587259392,0.0231150693056058
"Os.32936.1.S1_at","4324055",-0.24022471949832,0.0231198704035985
"Os.8247.1.S1_at","4333936",0.149946201015132,0.0231216725756983
"Os.56849.1.S1_x_at","4332827",-0.411804840070612,0.0231301194181445
"Os.51086.1.S1_x_at","4344539",0.165864316236656,0.0231446622150711
"Os.4079.2.S1_a_at","4340590",0.103702811154983,0.0231465191608646
"Os.18512.1.S1_at","4331735",-0.290562601148075,0.023158893481935
"Os.8756.1.A1_at","4344156",0.0360992347701217,0.0231654439272775
"Os.19803.5.S1_at","4324495",-0.416011171264817,0.0231845895489671
"Os.1799.1.S1_a_at","4325466",0.255981775098812,0.0231960944979433
"Os.18504.1.S1_at","4351664",0.959707282499121,0.0232282338278715
"Os.53661.1.S1_at","4350407",0.37665065570454,0.0232323100206301
"Os.34851.1.S1_at","4342267",0.485789359574565,0.0232570382037871
"Os.54818.1.S1_at","4350906",0.296477628108025,0.0232660071207115
"Os.18862.1.S1_at","4343736",-0.13203779084346,0.0232794472098761
"Os.28988.1.S1_a_at","4324471",-0.33285939446977,0.0232843246780171
"Os.11328.1.S1_at","4343797",-0.206024523027178,0.023295347296857
"Os.6203.1.S1_at","4347464",-0.171937010990193,0.0233167057881151
"Os.51679.1.S1_at","4339437",-1.12705607779535,0.0233167683671762
"Os.55343.1.S1_at","9267389",-0.473978194566624,0.0233186327087217
"Os.19331.1.S1_at","4327536",-0.201119391613506,0.0233244985343646
"Os.25574.1.A1_at","4350679",0.355546211013329,0.0233360076674679
"Os.115.1.S1_at","4324376",0.323736531448137,0.0233510055132026
"Os.2854.1.S1_at","4333749",-0.102271787090848,0.0233532305520571
"Os.53360.1.S2_at","4337182",-0.346400711503961,0.0233819606520272
"Os.37845.1.S1_at","4342489",0.222257305500554,0.0233886056595944
"Os.50548.3.S1_at","4346799",-0.183778417863531,0.0234082589866475
"Os.52568.1.S1_s_at","4351356",0.307872104480316,0.0234116151381023
"Os.29404.2.S1_at","4325314",0.604749847149648,0.023424177205952
"Os.47331.1.S1_at","4326573",0.568448076036846,0.0234485431265831
"Os.5348.1.S1_at","4344807",0.14439865719071,0.0234498762501101
"Os.25753.1.S1_at","4341011",0.281413603385547,0.0234506904640805
"Os.13464.1.S1_at","4344029",-0.247122771498585,0.023461473507233
"Os.9186.1.S1_at","4329891",-0.139195745835284,0.0234649719717922
"Os.53537.1.S1_at","4332470",0.284315243906687,0.023470292393537
"Os.4924.1.S1_at","4344723",-0.306688659962414,0.0234808412179914
"Os.12311.2.S1_at","9266786",0.158482865034451,0.0235012382196541
"Os.32357.1.S1_x_at","4344207",-0.634882178443434,0.0235044781022763
"Os.8607.1.S1_at","4330881",0.234452915196641,0.0235110925696453
"Os.10818.1.S1_at","4326440",-0.134483946265691,0.0235378691737379
"Os.30886.1.S1_at","4334657",0.364669481185873,0.0235805795910051
"Os.6794.1.S1_at","4333035",-0.207967022566432,0.0235841412522978
"Os.3539.1.S1_at","4340278",-0.121914868245124,0.0235949338548744
"Os.25324.1.A1_at","4344969",-0.0963017540264897,0.0236125012083318
"Os.7988.1.S1_s_at","4349897",0.256336569673469,0.0236131878949468
"Os.8973.1.S1_at","4332055",-0.287797900218251,0.0236163977915564
"Os.23241.1.S1_x_at","4348840",0.157827018895725,0.0236319802665221
"Os.7231.1.S1_at","4345234",-0.124032300721776,0.0236570068474457
"Os.31771.2.S1_x_at","4333958",0.458920687464534,0.0236806106341389
"Os.7103.1.S1_at","4327588",-0.311315458720612,0.0236902758785827
"Os.50620.1.S1_at","4352915",-0.314945439713291,0.0237020069298097
"Os.50854.1.S1_at","4345752",0.751597062657599,0.0237051561791891
"Os.8921.1.S1_at","4336922",0.0917176958631387,0.0237087412382874
"Os.6517.1.S1_at","4345846",0.2493219382956,0.0237320536909998
"Os.10136.1.S1_at","4339593",0.224657726058565,0.0237336584169935
"Os.25013.1.S1_x_at","4343683",-0.210608128338123,0.0237454232737485
"Os.18531.1.S1_at","4332784",-0.27887525905926,0.023749482244623
"Os.9100.1.S3_at","4340775",0.252255418973267,0.0237625316674575
"Os.20465.1.S1_at","4332745",0.120684614170722,0.0237892732206902
"Os.53922.2.S1_at","4328810",-0.368506637653462,0.0237988433363014
"Os.55868.1.S1_at","4338337",-0.698154875860628,0.0238055152055439
"Os.12666.1.S1_at","4343644",0.161768926714334,0.0238236579510869
"Os.27959.1.A1_at","4340268",-0.159897038908931,0.0238327379247568
"Os.22796.1.S1_at","4333705",0.273566555332664,0.0238490288383831
"Os.50460.1.S1_at","4334536",-0.128110612196103,0.0238579061246487
"Os.19326.1.S1_at","4343462",0.133784303667332,0.0238614642004592
"Os.10593.1.S1_at","4346090",-0.160781605759729,0.0238626308840977
"Os.33558.1.S1_at","4326630",0.091555779773584,0.0238849093260751
"Os.11855.1.S1_at","4330269",-0.449713899052258,0.0238981402072383
"Os.51021.1.S1_at","4337028",-0.270098276833781,0.0239119636851919
"Os.17516.1.S1_at","4336205",-0.297561368967076,0.023929908303402
"Os.37762.1.S1_at","4325242",0.213078814898884,0.0239544356857593
"Os.11713.2.S1_at","4340051",-0.393149982167659,0.0239575806013545
"Os.32339.1.S1_at","4327113",0.267274721172746,0.0239579982555257
"Os.57447.1.S1_at","4344516",0.488538120482544,0.0240126824191662
"Os.37960.1.S1_at","4333885",0.346783317277243,0.0240302135556544
"Os.20425.1.S1_at","4352147",-0.41588269131484,0.0240593384150458
"Os.52695.1.A1_at","4347079",-0.0552452586734247,0.0240752100066708
"Os.33804.1.S1_at","4327935",0.180742603528012,0.0240934339856996
"Os.27568.1.S1_at","4339799",0.36414717336832,0.0241269800560047
"Os.57048.1.S1_at","4344748",0.619395415516698,0.0241435803490724
"Os.12264.2.S1_at","4332135",-0.228700302562162,0.0241514359819757
"Os.28290.1.S1_at","4330451",0.322793341909396,0.0241849953735348
"Os.9568.1.S1_at","4339616",-0.434832813240635,0.0241862714304122
"Os.10651.1.S1_at","4330051",0.113534029474232,0.0241992336778094
"Os.26824.1.S1_at","4324039",-0.745800130330612,0.024217215054702
"Os.22756.1.S1_at","4341403",-0.190795198325924,0.0242278751952658
"Os.50548.2.S1_x_at","4346798",-0.466038038438181,0.0242306529875551
"Os.49390.1.A1_at","4345939",-0.180125179199566,0.0242535391017441
"Os.38031.2.A1_at","4334120",-0.0935586195391735,0.0242557468668841
"Os.50969.1.S1_at","4333653",-0.338785522237131,0.0242693992473128
"Os.14573.1.S1_at","4336558",0.241662075764852,0.024272414370082
"Os.24829.2.S1_x_at","4333673",0.487356654764305,0.0242735946448389
"Os.8792.1.S1_at","4352627",0.172565169721517,0.0242970127152294
"Os.27035.1.S1_s_at","4327922",-0.711304936614497,0.0242986345108578
"Os.32193.1.S1_at","4325848",0.227255771919879,0.0243264149816667
"Os.12637.1.S1_at","4336568",0.13572624623562,0.0243352460757021
"Os.18057.1.A1_at","4330675",0.206412936169103,0.024373564317062
"Os.18455.1.S1_at","4329169",-0.238089300739691,0.0243789240555271
"OsAffx.12762.1.S1_x_at","4337062",-0.949358302576905,0.0243910892316465
"Os.9084.1.S1_at","4334079",-0.172830578759312,0.0244059195092662
"Os.4636.1.S1_a_at","4324736",-0.267085393306676,0.0244378559305818
"Os.27522.2.S1_at","4334429",0.311068868085888,0.0244410487500206
"Os.14309.1.S1_at","4341731",-0.254245783282036,0.0244999836824935
"Os.5143.1.S1_at","4348584",-0.263790132748476,0.0245051135776729
"Os.264.1.S1_at","4337488",-0.142256388131678,0.024506940119368
"Os.15102.1.S1_at","4335667",-0.10682134029188,0.0245203543219195
"Os.49648.1.S1_at","4330933",-0.508926084256867,0.0245349067147076
"Os.21592.1.S1_at","4342444",-0.206836398668283,0.0245609570951272
"Os.11719.1.S1_at","4344182",-0.139216425178807,0.0245656201893793
"Os.52436.1.S1_at","9268169",-0.20184165973806,0.0245803030286953
"Os.18453.1.S1_at","4346843",-0.153706583572083,0.0245816054041196
"Os.47336.1.S1_at","4330654",0.169021223554509,0.0245847186465966
"Os.21831.1.S1_at","4328089",0.166778269040726,0.0245963928793809
"Os.32277.1.S1_at","4325865",-0.390051089854081,0.0245993851127582
"Os.1460.2.S1_at","4324086",0.180566570410297,0.0246241028426515
"Os.5507.1.S1_at","4351604",-0.208843571258395,0.0246484012005107
"Os.141.1.S1_at","4334338",0.151540780100451,0.0246488851123706
"Os.56612.1.A1_x_at","4338095",-1.05335411639313,0.0246763889240301
"Os.7855.1.S1_at","4352722",-0.387818960711098,0.0246958680493592
"Os.24233.1.S1_at","9271676",-0.278666855801146,0.0247106445328114
"Os.8948.1.S1_at","4338157",0.402030955645776,0.024712904188796
"Os.54644.1.S1_at","4339693",-0.175488878371484,0.0247133555345468
"Os.14555.1.S1_at","4348622",-0.186281681695528,0.0247180990971888
"Os.53757.1.S1_at","4337365",-0.289151790858146,0.0247385131214504
"Os.49751.1.S1_at","4333990",-0.171483718695974,0.0247525831177902
"Os.51857.1.S1_at","4328597",-0.312297806661999,0.0247532843763626
"Os.37924.1.S1_x_at","4352580///4327982",0.0893023056906355,0.0247743218675146
"Os.14816.1.S1_at","4330585",-0.104056088364507,0.0247835513809138
"Os.33154.2.S1_at","4334056",-0.395192451515699,0.0248041374044272
"Os.7949.1.S1_at","4332868",0.206452033117007,0.0248363679805449
"Os.12750.2.S1_s_at","4342214",0.0473240258278378,0.024844902192787
"Os.10873.1.S1_at","4330888",-0.186046951374101,0.0248466179618685
"Os.47132.1.A1_s_at","4343133",-0.306787436386555,0.0248568049127114
"Os.50867.1.S1_at","4324670",0.300421730822127,0.0248896171406792
"Os.31272.1.S1_a_at","4327486",-0.655168208875706,0.0249429833942753
"Os.27677.1.S1_at","4352684",0.177531040302426,0.0249481833545825
"Os.23141.1.S1_at","4349681",-0.132208204661351,0.0249531298851503
"Os.9993.1.S1_at","4329854",0.24237825446224,0.024955329932297
"Os.48012.1.S1_x_at","9267504",0.579975967961151,0.0249566135008448
"Os.15104.1.S1_s_at","4348794",0.106945650089587,0.0249825404273504
"Os.53237.1.S1_at","4343425",0.322609779492026,0.0250016288333152
"Os.12160.1.S1_at","4337849",-0.140383133080498,0.0250045798458217
"Os.21230.1.S1_at","4351617",0.273746143867868,0.0250068246133126
"Os.50052.2.S1_at","4352294",0.434842271719335,0.0250213912946936
"Os.14959.1.S1_at","4325700",0.302870142121343,0.0250251799615549
"Os.37229.1.S1_at","4330359",-0.199249573938905,0.0250299310779945
"Os.51948.1.S1_at","4346372",-0.432304694451675,0.0250792720694271
"Os.18020.1.S1_at","4344444",-0.407883961113432,0.0250934445580828
"Os.14251.2.S1_x_at","4332250",-0.305308403129048,0.0251127646210528
"Os.13854.1.S1_at","4347040",-0.181081457344666,0.0251229068221714
"Os.7479.1.A1_at","4345179",0.251984275233001,0.0251311985879032
"Os.36194.1.S1_at","4327702",0.098657359280601,0.0251406306953619
"Os.40426.1.S1_x_at","4344713",0.124110556010661,0.025150704043641
"Os.10140.1.S1_at","4346207",-0.0947634395452752,0.0251527723191494
"Os.22690.2.S1_x_at","4336024",0.13802213311196,0.0251539690117076
"Os.12627.1.S1_at","4342370",0.209455506190626,0.0251563358082164
"Os.8318.1.S1_at","9268323",-0.184574124585453,0.0251566604317399
"Os.49165.1.S1_at","4337147",-0.145429944275385,0.0251713398722864
"Os.12305.1.S1_at","4339322",-0.169163023418793,0.0251721931723429
"Os.37452.1.S1_at","4329028",0.0497996450730707,0.0251901835960947
"Os.7756.2.S1_at","4349078",0.403243328554904,0.0251930717357402
"Os.52493.1.A1_at","4332796",-0.224408438610503,0.0252026308683336
"Os.53997.1.S1_at","4345420",-0.236414769040899,0.0252121679912851
"OsAffx.6477.1.S1_s_at","4347568",-0.230492240294854,0.02521281834883
"Os.49180.1.S1_at","4339757",-0.228536931140585,0.0252191668613477
"Os.54046.1.S1_at","4337601",-0.194470575082542,0.0252226133106559
"Os.27152.1.A1_at","4351270",-0.161321214658414,0.0252227023771173
"Os.16894.1.S1_at","4338660",0.150127670781062,0.0252273319374971
"Os.17412.1.S1_at","4328582",-0.260221789775804,0.0252499566035707
"Os.51303.1.S1_at","9272185",-0.634283837449358,0.0252823116792343
"Os.53917.1.S1_at","4341352",-0.300091001695739,0.0252828969701092
"Os.15991.1.S1_at","4325583",0.306138049928103,0.025305841505477
"Os.19048.1.S1_s_at","4345304",-0.14753634274564,0.0253272493309792
"Os.11034.1.S1_at","4328235",-0.234410002729582,0.0253325540063181
"Os.5245.1.S1_at","4334797",0.159728999206791,0.0253413739622122
"Os.35753.1.S1_a_at","4342712",-0.16612308261478,0.0253950783800283
"Os.18356.2.S1_at","4347321",0.253140129639625,0.0254056448423994
"Os.49228.1.S1_at","4329441",0.302659007289952,0.02543213504776
"Os.51567.1.A1_at","9269613",0.397854929975825,0.0254343052414388
"Os.6404.1.S1_at","4331075",-0.0926576919387774,0.0254357029223689
"Os.54752.1.S1_at","4348946",-0.179862624915995,0.0254531290837216
"Os.26930.1.S1_x_at","4335022",-0.151647988509462,0.0254619033511331
"Os.21778.1.S1_at","4338699",-0.280022132901939,0.0254807757221679
"Os.32545.1.S1_at","4339690",-0.285245091161506,0.025489022074589
"Os.7256.1.S1_at","4334667",-0.259879076368387,0.0254986320561493
"Os.37537.1.S1_s_at","107278586",0.111635220002698,0.025508994954388
"Os.56955.1.S1_at","4345679",-0.407425713347976,0.0255255008131522
"Os.18684.1.S1_at","4336130",-0.148773169605027,0.0255377247806155
"Os.15283.1.S1_at","4337338",0.301757682547323,0.0255627023041676
"Os.39411.1.A1_at","4323896",0.432096760745081,0.0255790222057156
"Os.5150.1.S1_at","9271734",0.235520360106602,0.0255871064515165
"Os.11637.1.S1_at","4336102",0.134584359854093,0.0255985060366863
"Os.7321.1.S1_at","4344458",-0.155160224098188,0.0256147574415188
"Os.49095.1.S1_at","4332722",-0.402178406361183,0.0256166258644876
"Os.24851.1.S1_at","4329576",0.229589163756882,0.025621534389594
"Os.52933.1.S1_at","4331555",0.407892186210439,0.0256254248556969
"Os.10203.1.S1_at","4349227",-0.0630556800258883,0.0256353109708555
"Os.11987.2.A1_at","4331765",0.510446040240367,0.0256473961929228
"Os.9868.1.S1_at","4347853",-0.243113198059694,0.0256654721889235
"Os.7854.1.S1_at","4342036",0.189202360544718,0.0256810013914338
"Os.9687.1.S1_at","4331215",0.0942525531101523,0.0256908315432653
"Os.27398.1.S1_at","4344809",-0.116189963412371,0.0257076903259792
"Os.23123.1.S2_at","9271844",-0.23620190091442,0.0257260156006338
"Os.54201.1.S1_at","4326999",0.654227128695176,0.0257294833759876
"Os.42329.1.A1_at","4324766",0.254313073262631,0.0257985876967762
"Os.52744.1.S1_at","9272454",0.498565518527656,0.0258098916669651
"Os.19472.1.S1_at","4326000",-0.34459894576387,0.0258132334322698
"Os.37611.1.S1_at","4326782",-0.228302258874105,0.0258148981940107
"Os.54471.1.S1_at","4344937",-0.287689845058027,0.025818523163763
"Os.11420.1.S1_at","4337552",-0.209435827195639,0.0258290431659745
"Os.46839.1.S1_at","4347973",0.114138638710077,0.0258295074095802
"Os.53628.2.S1_at","4334690",0.486970145484064,0.0258370020376686
"Os.17401.1.S1_at","9266581",-0.117498743746829,0.0258597660786883
"Os.14667.1.S1_x_at","4338988",-0.24819375575588,0.0258634621792551
"Os.26965.1.S1_at","4327520",-0.17358775420783,0.0258947570297283
"Os.50793.1.S1_at","9272303",0.324731384180074,0.0259105970292213
"Os.37240.1.S1_at","4326455",0.685829929517654,0.0259194327986541
"Os.1991.1.S1_at","4327196",-0.112220416821199,0.0259202102190839
"Os.22785.1.S1_a_at","4325911",0.361268646999349,0.0259289382274339
"Os.15074.1.S1_at","9271593",0.127634359032095,0.0259302067971451
"Os.8362.1.S1_at","4348016",-0.36236189494695,0.0259403146125235
"Os.8280.1.S1_at","4324475",0.534610748904498,0.0259532841219119
"Os.33600.1.S1_at","4347363",0.465813367273258,0.0259694120640096
"Os.57411.1.S1_at","4335781",0.125385287995289,0.0259899709968422
"Os.26570.1.S1_s_at","4324744",0.266720708575605,0.0259941263719707
"Os.49809.1.S1_x_at","4345232",-0.172057690691545,0.0260030467445727
"Os.7573.1.S1_at","4342000",-0.263757412621941,0.0260165414760625
"Os.49651.1.S1_s_at","9267997",-0.63142258957516,0.026023489358631
"Os.53649.1.S1_at","4345702",-0.131170007832184,0.0260326248575897
"Os.2196.1.S1_a_at","4327331",-0.0559724307020257,0.0260372220549764
"Os.53714.1.S1_at","4343673",-0.100679231250057,0.0260395188862131
"Os.15853.1.S1_at","4329819",-0.166899342496261,0.0260461732697532
"Os.52820.1.S1_at","4350361",0.353214900818823,0.0260790885752878
"Os.51249.1.S1_at","4334846",0.33825707626298,0.0260848477243409
"Os.18215.1.S1_at","4341105",0.0878775906551574,0.0260940088337229
"Os.38330.2.S1_at","4326898",-0.599782639327588,0.0261149797167596
"Os.16692.2.S1_at","4349040",0.267949110875219,0.0261202502130515
"Os.3166.1.S1_at","4333859",0.139149914351108,0.0261573261840576
"Os.51924.1.S1_at","4328956",0.236638445082768,0.0261878841288074
"Os.46525.1.S1_at","4348255",0.170491870674066,0.0262270095329186
"Os.26913.1.S1_at","4352298",0.382629709448754,0.0262323982263209
"Os.20108.1.S1_a_at","4335036",0.19370270547666,0.0262480522827573
"Os.7169.1.S1_at","4347865",0.119501524942596,0.0262502198623315
"Os.7031.1.S1_at","4340037",-0.952541603709209,0.0262641390867601
"Os.11565.1.S1_at","4347962",0.192483970300728,0.0262704899929761
"Os.11652.1.S1_at","4345082",-0.263898186469227,0.0262712614892542
"Os.5427.1.S1_at","9271984",-0.199487043834857,0.0262771157246424
"Os.25543.1.S1_at","4338318",0.188294408717196,0.0262861670017412
"Os.49597.1.S1_at","4330590",-0.119708422004907,0.0262877952165795
"Os.11033.1.S1_at","4344424",-0.211454402409444,0.0262892762974512
"Os.8145.2.S1_at","4332508",-0.318095750446499,0.0262904985743794
"Os.17037.2.S1_at","4332328",-0.387163314078443,0.0262944402302053
"Os.12997.1.S1_at","4330209",-0.245154653271506,0.0263390207426929
"Os.38379.1.S1_at","4324247",-0.214800200126836,0.0263395735964002
"Os.3583.1.S1_at","4340091",-0.224052122645626,0.0263404808128473
"Os.17662.1.S1_at","4342775",-0.400783578036442,0.0263750436122169
"Os.7268.1.S1_at","4350062",0.442225574022516,0.0263766461219933
"Os.15831.3.S1_x_at","4346039",-0.154344586705569,0.0263798351714683
"Os.4404.1.S1_s_at","4339878",-0.0945049762395076,0.0264331723174961
"Os.12074.1.S1_at","4342644",0.115011240733686,0.0264478017840861
"Os.4666.1.S1_at","4349123",-0.0757757703339514,0.0264585680770924
"Os.4707.1.S1_at","4331617",0.230103874265428,0.0264788244123586
"Os.18205.1.S1_at","4325041",-0.21962292977547,0.0264859606641184
"Os.54674.1.S1_at","4342512",0.215871152778779,0.026493918182455
"OsAffx.21847.1.S1_s_at","4324339",0.239076604643703,0.0264975885987964
"Os.9042.1.S1_at","4334590",-0.105384209146139,0.0264990383666944
"Os.32942.1.S1_at","4340496",-0.301807670177823,0.0265013520525276
"Os.10727.1.S1_at","4336948",0.0934778277801733,0.0265086837147725
"Os.14409.1.S1_at","4342081",-0.111171026170082,0.0265368718751115
"Os.13874.4.S1_at","4343518",0.27332151169921,0.0265438977038719
"Os.14301.1.S1_at","4341582",0.0795262240627466,0.0265686199766364
"Os.18430.1.S1_at","9272266",-0.204855572408288,0.0265740726219822
"Os.5263.2.S1_x_at","4351459",0.334297809660915,0.0265887501592044
"Os.52960.1.S1_x_at","9270360",1.13294014862079,0.0265912862809391
"Os.9586.1.S1_at","4329133",-0.151465991726305,0.026593846956936
"Os.11388.1.S1_at","4350285",0.138909607340287,0.026595842522947
"Os.53665.1.S1_at","4330807",-0.337296211551463,0.0266509368949476
"Os.12592.1.S1_at","4343519",0.155677167850822,0.0266690914116533
"Os.7498.1.S1_at","4346180",-0.267076134200174,0.0266777065946053
"Os.6647.1.S1_a_at","4332888",-0.196760159318874,0.0266813608952767
"Os.22710.1.S1_a_at","4324393",-0.180775666323282,0.0267271446223617
"Os.17475.1.S1_at","4348872",0.262746835161803,0.0267412209906553
"Os.32701.1.S1_at","4340193",-0.156676328611868,0.0267521677416971
"Os.9941.1.S1_at","4346540",-0.0607594680337122,0.0267682575581099
"Os.27095.1.A1_at","4329160",-0.196631762366435,0.0267993763795367
"Os.20462.1.S1_at","4337416",-0.0977789417952746,0.0268077573473834
"Os.48549.1.A1_at","4333350",-0.120530941120878,0.0268122826599152
"OsAffx.24953.1.S1_s_at","4331460",0.261609678128423,0.0268319376121304
"Os.51760.1.S1_at","4333684",-0.251611975460012,0.0268511609512101
"Os.52887.1.S1_at","4345690",-0.473408341320289,0.0268547286954987
"Os.7935.1.S1_at","4344199",0.143931068902289,0.0268594834621096
"Os.49380.1.S1_s_at","9267453",0.262945795514334,0.026873822173386
"Os.11577.1.S1_a_at","4340182",-0.142384056510687,0.0268742998082914
"Os.49140.1.S1_at","4339717",-0.871565786800248,0.0268755617005038
"Os.49201.1.S1_at","4347354",-0.173136987863975,0.0268841836884962
"Os.11396.1.S1_at","4324990",0.226531307184754,0.0268871792623753
"Os.54687.1.S1_at","4352762",0.45473414779143,0.026907303487146
"Os.18706.1.S1_at","4344457",0.212142452166427,0.0269133554946648
"Os.5652.1.S1_at","4339730",-0.270282569563368,0.0269505442220681
"Os.6257.1.S1_at","4340324",0.103650126183048,0.0269512615786146
"Os.27775.1.A1_at","4343096",0.3409004353609,0.0269682448849578
"Os.55447.1.S1_at","4329992",0.454592257832357,0.0270022906672388
"Os.50896.1.S1_at","4324999",0.478734805168726,0.027024210789921
"Os.14107.1.S1_at","4341894",-0.0797837313207701,0.0270325578778377
"Os.24034.3.S1_x_at","4324772",0.0793482039440647,0.0270372202142438
"Os.4731.1.A1_s_at","4337481",-0.103193345637413,0.0270390381210559
"Os.52104.1.S1_at","4328636",-0.346292178384443,0.0270593620579101
"Os.25010.1.S1_at","4345578",-0.210099568688781,0.0270852781075619
"Os.54833.1.S1_at","4332239",-0.242162881107967,0.0270990455313932
"Os.9524.1.S2_at","4325373",1.23943184031509,0.0271087933440108
"Os.4156.1.S1_at","4341069",-0.184481277210692,0.0271227939134654
"Os.4831.1.S1_a_at","9270837",0.172109205529001,0.0271348454579591
"Os.14073.1.S1_at","4347825",-0.159558594416222,0.0271660739005275
"Os.9386.2.S1_x_at","4328758",0.0778150702468032,0.0271906433745719
"Os.17526.1.S1_at","4332447",-0.305475058993169,0.0272026319725269
"Os.52268.1.S1_x_at","4336894",-0.209623593033204,0.0272044797221814
"Os.16806.1.S1_at","4328386",-0.121928208208017,0.0272123446967683
"OsAffx.29338.1.S1_x_at","4345309",-0.348293939234194,0.0272244661361479
"Os.46614.1.S1_at","4349490",-0.251896672108134,0.0272519516509456
"Os.49715.1.S1_at","4332575",-0.263077209845103,0.0272596831944893
"Os.35508.1.S1_at","4346363",-0.116127545081747,0.0273184884934305
"Os.28385.3.S1_x_at","4351311",0.26764732983139,0.0273398734212577
"Os.12102.1.S1_at","4337922",0.16573145136814,0.027372935875176
"Os.56354.1.S1_at","4348103",0.396108653760781,0.0273877862542915
"Os.4418.1.S2_at","4339546",-0.146107299570414,0.0274149646152279
"Os.51009.1.S1_x_at","4330904",-1.52490610923599,0.0274185708681873
"Os.52444.1.S1_at","4347285",0.268484446325541,0.0274196646114276
"Os.33319.1.S1_at","9267146",-0.205510535474996,0.027429326305614
"Os.8575.1.S1_at","4351680",0.220993276444275,0.0274336318087471
"Os.37994.1.S1_at","9267815",0.343556713295015,0.0274358368519039
"Os.9526.1.S1_at","4351561",0.529106830922935,0.027443990639824
"Os.4882.1.S2_at","9270335",-0.277427631347402,0.0274471013363666
"Os.18324.1.S1_at","4342524",-0.192070353992822,0.0274655951245554
"Os.15359.1.S1_at","4352919",-0.230406734010067,0.0274728305544411
"Os.15502.1.S1_at","4347502",-0.18304914365318,0.0274817365388268
"Os.18612.2.S1_at","4335933",-0.188543254200629,0.0274888493328873
"Os.28229.1.S1_at","9267846",0.271292185567266,0.0275059510073912
"Os.54655.1.S1_at","4338491",-0.589773656247116,0.0275100366363011
"Os.12293.3.S2_x_at","4326017",-1.70535581877129,0.027520054275251
"Os.45014.1.S1_at","4334295",0.211270294920833,0.0275395281942752
"Os.11148.1.S1_at","4326831",-0.0899448446134432,0.0275833921322942
"Os.37651.1.S1_at","4344055",-0.202548429239341,0.0275985116996748
"Os.11597.1.S1_at","4338831",-0.154979810705282,0.0276292080387641
"Os.46648.1.S1_at","4349037",-0.225208081438921,0.0276386534796782
"Os.17577.1.S2_at","4346934",-0.872564732846488,0.0276467955475731
"Os.55784.1.S1_at","4329970",-0.202792465630393,0.0276650735531081
"Os.55108.1.S1_at","4337403",0.340093924591473,0.0276930621490784
"Os.2313.1.S1_at","4352583",-0.304144199578543,0.0277178713901054
"Os.50286.1.S1_at","4328829",-0.262690504531387,0.0277490924624814
"Os.57200.1.S1_at","4350017",0.469184982593779,0.0277578040843076
"Os.6341.1.S1_at","4335919",-0.179339707213725,0.027761033229485
"Os.23606.1.S1_at","4325228",0.230423918156913,0.0277668682392644
"Os.11122.1.S1_at","4345848",-0.657376766580893,0.0277727269540242
"Os.12700.1.S1_at","4349117",0.257486951586936,0.0277744010549719
"Os.32622.1.S1_at","4326464",-0.413737706077402,0.0277744858261091
"Os.24654.1.S1_at","4351063",-0.526438850357523,0.0278032564982216
"Os.50849.1.S1_at","4332333",-0.150406505477399,0.0278085275222627
"Os.33868.1.S1_at","4342282",0.514210677105225,0.027820505222472
"Os.34343.1.S2_at","4341767",0.27831442940251,0.027829717133754
"Os.23936.1.S1_at","4339863",0.240518978176667,0.0278336534750417
"Os.28197.1.S1_a_at","4343382",0.218353607887826,0.0278552576398283
"Os.6271.1.S1_at","4343726",-0.821738086342309,0.0278726741550458
"Os.8697.1.S1_at","4325319",-0.383680348220796,0.0278843711027061
"Os.10501.1.S1_at","4343734",0.181273446245495,0.0279084846062149
"Os.18757.2.S1_x_at","4339212",0.169373959593264,0.0279232259076334
"Os.12922.1.S1_at","4347709",-0.158019072148624,0.0279330261712379
"Os.5860.1.S1_at","4331538",-0.306843203521392,0.0279373513555713
"Os.8465.1.S1_a_at","4352522",0.295610806209753,0.0279412868413514
"Os.27950.1.S1_a_at","4330237",-0.589293359798749,0.0279611199137345
"Os.28433.2.S1_at","4325627",-0.662819923848226,0.0279768923586419
"Os.13632.1.S1_at","4338647",-0.136198390616912,0.0279818028468746
"Os.11194.1.S1_at","4345738",0.177132325664948,0.0280127196473623
"Os.25066.1.S1_s_at","4324766",-0.228798516272152,0.0280229125278348
"Os.15939.1.S2_at","4327195",0.206861680411332,0.0280336969047179
