"","Gene.ID","logFC","P.Value"
"Os.6089.1.S1_at","4335223",0.411634877238947,0.00476260461699428
"Os.57191.1.S1_at","4340122",0.935276074037085,0.00476570041741649
"Os.53671.1.S1_at","4339978",-0.405806520440732,0.00477106622212081
"Os.48269.1.S1_at","4339246",-0.454855912340409,0.00477271420727115
"Os.5739.1.S1_at","4339646",-0.231107933815643,0.00477419037807778
"Os.54688.1.S1_at","4352635",0.248226055964431,0.00477420883189289
"Os.27399.1.S1_at","4342490",-0.146439312485894,0.00477806164057013
"Os.5872.1.S1_at","4336550",-0.227081559864777,0.00477914927668455
"Os.4149.2.S1_x_at","4333912",-0.380093881245378,0.0047805888402674
"Os.49705.1.S1_at","4345551",0.497099074110404,0.00478298213162723
"Os.53039.1.S1_at","4334915",0.300391644179476,0.00478645670514538
"Os.52181.1.S1_at","4341825",-1.11166126363519,0.0047873890749761
"Os.6314.1.S1_at","4335798",-0.724843375246253,0.00479218798422096
"Os.20290.1.S1_at","4342187",-1.46581303959307,0.00479401822147355
"Os.3381.1.S1_a_at","4338508",-0.259735430418315,0.00479586918066306
"Os.13577.1.S1_at","4350939",-0.298900638491578,0.00479999904661122
"Os.14313.2.S1_s_at","4327402",0.431787437793593,0.00480251020509087
"Os.33110.1.S1_at","4325927",0.288359140368256,0.00481166116131697
"Os.51447.1.S1_s_at","4325362",-0.790818126102179,0.00481204059775126
"OsAffx.26384.8.S1_x_at","4338005",0.0828530325433103,0.00481687438713543
"Os.23586.1.S1_at","4352882",-0.367649359915687,0.00482272955030945
"Os.14405.1.S1_at","4325695",0.328222595018367,0.00482289162792575
"Os.13866.2.S1_at","107275253",-0.512491613500085,0.00482704313192834
"OsAffx.14326.1.S1_s_at","4336730",-0.30571875381958,0.0048405120528164
"Os.18365.1.S1_at","9267191",-0.475439412709211,0.00484225629333663
"Os.54202.1.S1_at","9270058",-0.37736050835315,0.00485039664739622
"Os.52573.1.S1_at","4347700",-0.261832271871691,0.00485099242810549
"Os.54249.1.S1_at","107279282",-0.729887508990122,0.00485566518934991
"Os.26297.3.S1_s_at","4325088",-0.302364659668507,0.00485810665582514
"Os.25348.1.S1_at","4329952",-0.700875121973124,0.0048583733095967
"Os.4494.1.S1_at","4333860",-0.484117805568879,0.00486612349969079
"Os.12980.1.S1_s_at","4338071",-0.555397785268137,0.00486876530521819
"Os.11808.1.S1_at","4331705",-0.259530633717366,0.00487108165946066
"Os.51215.2.S1_x_at","4331653",-0.388464747964586,0.00487243642265522
"Os.34869.1.A1_at","4352394",-0.298820812044216,0.00487464397926081
"Os.52748.1.S1_at","4327163",-0.214056327026061,0.00488702969902436
"Os.483.1.S1_at","4325312",-0.246815060693814,0.00489255416932954
"Os.25065.1.S1_a_at","4327446",-0.287307089120368,0.00489343519912419
"Os.13917.1.S1_at","4339637",-0.107152222805382,0.00489454236446402
"OsAffx.26700.1.S1_s_at","4337645",0.326413923597571,0.00489571297281278
"Os.21395.1.S1_at","4331520",0.103871187081341,0.00489754704496336
"Os.6072.1.S1_at","4337464",-0.207551647418923,0.00489830808878389
"Os.33471.1.A1_at","4345923",-0.226135758522351,0.00490261992547383
"Os.23517.1.A1_at","4329725",0.518655370651024,0.00490421584455644
"Os.51142.1.S1_at","4336603",-0.665405576507497,0.00490917908780352
"Os.27614.1.S1_at","4343456",-0.479136770912476,0.0049153531724109
"Os.47946.1.S1_s_at","4343418",0.123223663465675,0.00491622628998746
"Os.47600.2.S1_x_at","4330966",0.367921512189925,0.00491691190708259
"Os.9722.1.S1_at","4338726",-0.164374107996382,0.00491790158617008
"Os.11408.1.S2_at","4347745",-0.269762361875388,0.00491905527278704
"Os.18330.1.S2_at","4349371",-0.888252562809393,0.00491905729860473
"Os.46498.1.S1_at","4348234",-0.306462954253158,0.00492158011541159
"Os.5110.1.S1_at","4344151",0.787326188258032,0.00492233717694647
"Os.10042.1.S1_at","4347141",0.225707728929049,0.00492399349721533
"Os.7534.2.S1_a_at","4345972",-0.306539861794063,0.00492719075263841
"Os.11806.2.S1_x_at","4342205",-0.616011635812574,0.00493284736819487
"Os.6810.1.S1_at","4345155",-0.124334959766102,0.00493444459825208
"Os.27183.1.S1_at","4340250",-0.924385552169311,0.00493538315764015
"Os.4468.1.S1_at","4325739",-0.338453577895956,0.00494174779380536
"Os.5555.1.S1_at","4346386",-0.234706855593039,0.00494394371244263
"Os.12488.1.S1_at","4336402",0.298761285313645,0.00494596233625768
"Os.9612.1.S1_at","4347736",-0.248699235211447,0.0049460761395645
"Os.57181.1.S1_at","4330896",-0.751679434720222,0.00494836400998085
"Os.9513.1.S1_at","4347691",0.639697170987217,0.00494921516977882
"Os.9241.1.S1_a_at","4346489",-0.347433422605636,0.00494952650571209
"Os.17075.1.S1_at","4334251",0.284113842764636,0.00495913991282399
"Os.3737.1.S1_at","4347710",-0.313870436412095,0.00496768728462666
"Os.11471.1.S1_at","9270767",-0.405279792923402,0.00496839916698245
"Os.11021.2.S1_x_at","4337928",-0.296631227480155,0.00497202461048723
"Os.17232.1.S1_at","4336886",0.671907728713077,0.00497247305068104
"Os.37946.1.S1_at","4328326",0.260542545264263,0.00497604932399748
"Os.8400.1.S1_at","4336849",-0.193599040432121,0.0049783704511135
"Os.5805.1.S1_at","4345997",-0.308270432587255,0.00497903839022203
"Os.55441.1.S1_at","4338275",0.615129933219911,0.00498244362291559
"Os.11114.1.S1_at","4327738",0.273163482436644,0.00498245835779846
"Os.20352.1.S1_at","4341462",-0.290826797260666,0.00499945642697327
"Os.12139.1.S1_at","4345973",1.52768003335069,0.00500076327968663
"Os.49273.1.S1_at","4324458",0.228370343786411,0.00500171000067384
"Os.16906.1.S1_at","4336824",0.345885577727502,0.00500557101381127
"OsAffx.30547.1.S1_at","4348587",-0.460006406491079,0.00500926448351506
"Os.17307.1.S1_at","4347503",-0.213338151567203,0.00500943861135267
"Os.51690.1.S1_at","4339657",0.47636834973428,0.00501166549308257
"Os.34300.1.S1_at","4334316",0.397849694554845,0.00501339072831835
"Os.7772.2.A1_x_at","4340353",-0.258371641341997,0.00501552985442769
"Os.23840.1.S1_at","4347569",0.490276680938712,0.00501608595946101
"Os.52477.1.S1_at","4332589",-0.304107991622481,0.00501697924406784
"Os.10983.1.S1_at","4334455",-0.254038153922981,0.00502064079266719
"Os.46818.1.S1_at","4349424",0.669608449589809,0.00502606188877743
"Os.4161.1.S1_at","4339489",-0.275075927687412,0.00503055107330193
"Os.9025.1.A1_s_at","4324867",-0.178040482256192,0.00504210817244086
"Os.12336.1.S1_at","4332261",-0.205933548774913,0.00505041943660893
"Os.12335.1.S1_at","4329619",-0.203428281281766,0.00505743137779582
"Os.48418.1.S1_at","9267355",-0.564064434967357,0.00505870641503265
"Os.44611.1.S1_at","4344178",-0.407689912071119,0.00506188889222658
"Os.8117.1.S1_at","4335937",0.359494744167231,0.00506644463859312
"Os.19953.1.S1_at","4330816",0.326691632790462,0.00507065687207107
"Os.54303.1.S1_at","4336384",-0.203196859613062,0.00507798019177028
"Os.8150.1.S1_at","4339248",0.157001803192033,0.00508055149831064
"Os.8117.2.S1_at","4335936",0.266659731888595,0.0050859150086173
"Os.49660.1.S1_at","4329583",-0.59742038681825,0.00508956445341572
"Os.28458.1.S1_at","9268854",0.467780422453083,0.00509257184946059
"Os.16109.1.S1_at","4335764",-0.19061757379459,0.00509449269179479
"Os.26483.1.S1_at","4337238",-0.170984881316365,0.00510648305062115
"Os.5580.1.S1_at","4347560",-0.527985394981419,0.00511735692662744
"Os.55555.1.S1_x_at","4333570",-0.367251939954655,0.00511882616625838
"Os.5023.1.S1_at","4339218",-0.222185458729165,0.00511981909711578
"Os.55918.1.S1_at","4337232",-0.618272153522881,0.00512477187398342
"Os.24899.1.A1_at","4337862",-0.215047199789259,0.00512495117464839
"Os.12410.2.S1_at","4326409",1.38486651754238,0.00512503784746171
"Os.16926.1.S1_at","4351480",-0.367567447173634,0.00512676244442719
"OsAffx.19557.1.S1_at","4351692",0.228879920734665,0.00513314911219689
"Os.54760.1.S1_at","4339680",-1.22200047245645,0.00513464650702437
"Os.2367.1.S1_at","4332763",0.119222630045043,0.00514376105789315
"Os.8729.1.S1_at","4339463",-0.133297247764927,0.00514446283470161
"Os.9468.1.S1_at","4352752",0.376626653165115,0.00514620839743056
"Os.28300.2.S2_a_at","4347405",-0.340096101415613,0.00514706324630084
"Os.32034.1.A1_s_at","4329409",-0.912281046652171,0.00515704023170498
"Os.11459.1.S1_at","4331650",-0.229318943472659,0.00515899415825931
"Os.5136.1.S1_a_at","4330836",0.366592003836333,0.00516344503537175
"Os.6230.1.S1_at","4334877",0.326583228252042,0.00516637872304216
"Os.15688.2.S1_x_at","4352457",0.934713495175021,0.005166446454718
"Os.48238.1.S1_x_at","4333574",-0.110140495552438,0.00517123265727751
"Os.5685.1.S1_at","4352670",0.153691324396373,0.00517254013737045
"Os.52761.1.A1_at","4336229",-0.373868906475644,0.00517261612013684
"Os.34549.1.S1_at","4343984",-0.283679055205308,0.00517451350093137
"Os.9025.2.S1_at","4324867",-0.551168067833523,0.0051805846087727
"Os.55103.1.S1_at","4324328",-1.26346984324123,0.00518239497763903
"Os.46160.2.S1_x_at","4348741",-0.58494405982251,0.00518645448622842
"Os.7801.1.S1_at","4351488",0.223903073872266,0.00518676509647023
"Os.40388.1.S1_at","9271423",-0.83687650685922,0.00519990385506662
"Os.49340.1.S1_at","4346804",-0.118725752443433,0.00520527370667679
"Os.54660.1.S1_at","4333575",0.208680407900223,0.0052055838419416
"Os.11875.1.S1_a_at","4351991",-0.211185186542954,0.00520601198020563
"Os.11724.2.S1_s_at","4340988",-0.235602544491453,0.00520687982006644
"Os.11015.1.S1_at","4334259",-0.335603094961428,0.0052092277714802
"Os.37295.1.S1_at","4349607",0.613858820126392,0.0052162383708981
"Os.12421.1.S1_at","4351033",-0.281710320428353,0.00522262588746315
"Os.46063.1.S1_at","4348940",-0.478235216135046,0.00522477811086449
"Os.27644.1.S1_s_at","4325272",-0.241311077729383,0.00522760412590426
"Os.53076.1.S1_at","4337514",-0.252905248170307,0.00524523400388025
"Os.16490.1.S1_at","9270866",-0.299496065926702,0.00524762056560235
"Os.55358.1.S1_at","4337294",-0.409127526051628,0.00524815675468653
"Os.6254.1.S1_at","4328571",-0.409547442141422,0.00525196670591824
"Os.55160.1.S1_at","4351285",0.317710590997949,0.00525633535277023
"Os.55303.1.S1_at","4328020",-0.590695137441672,0.00528038989693588
"Os.10337.1.S1_x_at","4328734",-0.245755532747507,0.00528302854087816
"Os.19955.1.S2_at","4339866",-0.331445050339507,0.00528562121379755
"Os.44475.1.S1_at","4343616",0.422939852699321,0.00528673202283825
"Os.14372.1.S1_at","4331532",0.3302160174068,0.00528832715156754
"Os.9729.4.S1_a_at","4348554",-0.223306052123142,0.00529137905815455
"Os.9221.1.S1_at","4350697",-0.176275856951513,0.00529208509586855
"Os.51896.1.S1_at","4330592",0.4783297308431,0.00529468184072006
"Os.52286.1.S1_at","4327569",0.381036306005305,0.00529714944152115
"Os.26919.1.S1_at","4335713",0.167818527342203,0.00529783814799437
"Os.52770.1.S1_at","4331921",0.645293381828322,0.00529991455327436
"Os.49257.2.S1_at","4328626",0.320871372934477,0.00530265056483345
"Os.11466.1.S1_at","4326606",-0.175794275349009,0.00530407957543765
"Os.18622.1.S1_at","9269723",0.474377513645385,0.00530582246387763
"Os.19410.1.S1_at","4342601",0.21671708549521,0.0053063631555656
"Os.7772.1.S1_at","4340353",0.328949940658278,0.00530638173886137
"Os.23252.1.S1_at","4349342",0.1265897345724,0.00531551618077242
"OsAffx.12825.1.S1_s_at","4332034",-0.310914976832873,0.00531761612469747
"Os.9954.1.S1_at","4333502",-0.245834002386935,0.00532253694436504
"Os.11764.1.S1_a_at","4343265",0.287512442361329,0.0053239615120346
"Os.9002.1.S1_at","4323933",-0.374589620294515,0.00532399249338732
"Os.14630.2.S1_at","4325009",-0.471588515083533,0.00532543977932898
"Os.26820.1.A1_s_at","4344754",0.564361278281627,0.00534048650340635
"Os.17718.1.S1_at","4339075",0.369970813873135,0.00534202782901267
"Os.22341.1.S1_at","4326019",0.303058927023587,0.00534727474530509
"Os.5935.1.S1_at","4337332",0.459780850463107,0.00534851935155824
"Os.49798.1.S1_at","4328233",-0.586483641699533,0.00535137384052136
"Os.7481.1.S1_at","4326570",-0.248435663483384,0.00535431297380498
"Os.5025.1.S1_at","4328562",-0.301934249361274,0.0053552093386711
"Os.52330.1.S1_at","4347875",-0.511399874950207,0.00535692203531985
"Os.50617.1.S2_x_at","4326532",-1.01655836352006,0.00535792222102789
"Os.3875.1.S1_at","4324576",-0.468483905496386,0.00535887427210749
"Os.14496.1.S1_at","4344860",0.292911225892302,0.00536095036265474
"Os.30747.1.S1_at","4323938",0.493089492843882,0.00536349276640387
"Os.18740.1.S1_at","4331095",-0.363389350258716,0.00536725934204271
"Os.55461.1.S1_at","4332980",-0.343547262838143,0.00536896707157187
"Os.7947.1.S1_x_at","4338611",-0.238747824003356,0.00537798812507937
"Os.8761.1.S1_s_at","4324010",0.570265738090042,0.00538042542717473
"Os.13960.1.S1_at","4324474",0.856718710248508,0.00538140453672671
"Os.7502.1.S1_at","4324255",0.206911670191287,0.00538290680710652
"Os.17520.1.S1_at","9266201",1.02549095195376,0.00538613661732491
"Os.50852.1.S1_at","4340848",-0.707711699980922,0.0053875642564195
"Os.49697.2.S1_at","4327147",-0.907342371424737,0.00538778926521441
"Os.26440.1.S1_at","4332061",0.363779385212215,0.00539080323567478
"Os.51187.1.S1_at","4348707",0.374226812485119,0.00539606936138629
"Os.22635.1.S1_s_at","4348204",0.412311561184866,0.00539874200993028
"Os.12351.1.S1_at","4324438",-0.15394429093252,0.00539904353901865
"OsAffx.2750.1.S1_at","4329282",-0.417564907115302,0.00540146148207966
"Os.39652.1.S1_at","9271092",-0.640651256163288,0.00540191982981203
"Os.307.1.S2_at","4327105",-0.254631089414527,0.00540631665191332
"Os.2217.1.S1_a_at","4331707",0.14661659719423,0.00540723683799477
"Os.5720.1.S2_at","4337441",0.286237377730256,0.0054086970895883
"Os.25215.1.A1_at","4331536",0.160104178304117,0.00541239816394275
"Os.13590.1.S1_at","4341407",-0.230747814355848,0.00541317467556761
"Os.26422.1.S1_x_at","4325478",-0.295265845852777,0.00541861883081675
"Os.8967.1.S1_a_at","4329453",-0.282252100375581,0.00541987719025417
"Os.49668.1.S1_at","4332365",0.330744119041261,0.00542444909442421
"Os.51076.1.S1_at","4329101",-0.354503642734224,0.00542623697326283
"Os.14952.1.A1_at","4334105",-0.244639709332306,0.00542630509126006
"Os.14102.1.S1_at","4350660",-0.205106090946384,0.00543009750367165
"Os.27847.1.S1_at","4328516",-0.261800794206177,0.00543430904087133
"Os.20364.1.S1_at","4339064",0.516225494910164,0.00543644693140217
"Os.49141.1.S1_at","4337511",-0.294153194101188,0.00544024826469118
"Os.9833.1.S1_at","4351201",-0.379591808377057,0.00544085376393162
"Os.14799.1.S1_at","9269993",-0.275487196276238,0.00544563381287649
"Os.18424.1.S1_at","4331146",0.194166886227146,0.00544830974507434
"Os.51874.1.S1_at","4345578",-1.26370478530047,0.0054520574337499
"Os.4636.1.S2_at","4324736",0.159738867850212,0.00545332758621116
"Os.25469.1.S1_at","4330414",-0.472420499315365,0.00545545411273328
"Os.52799.2.S1_at","4344575",-1.27226037781014,0.00545593487230371
"Os.16788.1.S1_at","4334711",-0.267832737642204,0.00545618853061186
"Os.5953.1.S1_s_at","4347427",-0.209440521182843,0.00545947916304224
"Os.10094.1.S1_at","4344253",-0.144559187987076,0.00546787343047502
"Os.17766.1.S1_at","4340544",0.804556030786622,0.00547064357038847
"Os.27252.1.S1_a_at","4352780",-0.21721228784112,0.00547444840581426
"Os.52141.1.S1_at","4331357",0.29231289277384,0.0054808400354397
"Os.18359.1.S1_at","4337412",-0.165318164418652,0.00548257259571029
"Os.18097.1.S1_at","4351547",-0.251055018456276,0.00548436798873923
"Os.27813.1.S1_s_at","4333231",0.463406239323984,0.00548580995990712
"Os.2450.1.S1_a_at","4328859",-0.384814846026188,0.00548739658484641
"Os.25964.1.S2_a_at","4326902",-0.141792277886793,0.0054887238935036
"Os.52467.1.S1_at","4339320",0.524102378861994,0.00549549951154984
"Os.10885.1.S1_at","4346900",0.182478933576682,0.00549715824725761
"Os.18413.1.S1_at","4343156",-0.249238043707335,0.00549779037990725
"Os.49779.1.S1_at","4334746",0.256061579008191,0.0054983716740165
"Os.25312.1.S1_at","9270400",0.511909091867699,0.00550981023996188
"Os.4685.1.S1_at","4331489",-0.383766051362154,0.00551779698140784
"Os.35362.1.S1_at","4343016",-0.30358839429746,0.0055228144183374
"Os.27796.1.A1_at","9268048",0.390198078830498,0.00552482957316963
"Os.54567.1.S1_at","4336510",0.277655508717658,0.00552780520204266
"Os.22477.1.S1_at","4333033",-0.141219396119315,0.00553013046629488
"Os.52752.1.S1_at","4330110",-0.733107400054254,0.00553599834839783
"Os.10504.1.S1_at","4339284",-0.374034907974446,0.00553725408550828
"Os.7615.1.S1_at","4339289",-0.337482127587382,0.00553738854452734
"Os.47333.1.S1_at","9270216",0.28081156621524,0.00553810896532838
"Os.8660.1.S1_at","4345907",-0.299471584886502,0.00554263976459764
"Os.5336.1.S1_at","4334543",-0.231721250435143,0.00554412945449871
"Os.39297.1.S1_at","4348273",0.39760306838773,0.00554924547698844
"OsAffx.26078.1.S1_s_at","4335338",-0.906278754226557,0.00555129428547545
"Os.18465.1.S1_at","4328140",0.289635001529307,0.00555506937140302
"Os.20063.1.S1_at","4345721",-0.423425070836172,0.0055554431459682
"Os.28255.1.S1_at","4337164",0.440615528398529,0.00556029252685488
"Os.25007.1.S2_a_at","4324332",-0.299448304603583,0.00557486632110353
"Os.51820.1.S1_at","4337385",0.557235866586872,0.00558049927852418
"Os.54641.1.S1_at","4346389",-0.536917040408872,0.00558107757798356
"Os.56944.1.S1_at","4338394",-0.274821256301418,0.00558585550218327
"Os.17393.1.S1_at","4327187",0.347055757492653,0.00559456744579374
"Os.14648.1.S1_at","9268634",0.788912564837311,0.00559786893720473
"Os.5364.1.S1_at","4334418",-0.240274791330126,0.0056061268875943
"Os.53137.1.S1_at","4342616",1.06895052232682,0.00560666985128064
"Os.13476.1.S1_at","4329199",-0.364425615805779,0.00562007840602036
"Os.53138.1.S1_at","4343567",0.288714515357779,0.00562493687430749
"Os.9791.1.S1_at","4329080",-0.236905161620475,0.00562643785872406
"Os.24876.1.S1_s_at","4340664",1.31934736629684,0.0056299020395992
"Os.11940.1.S1_at","4336652",-0.285516069799094,0.00563233684699532
"Os.7592.1.S1_at","4332547",-0.285741817476124,0.00563516945678382
"Os.4816.1.S1_at","4328057",-0.187048571577128,0.00563560927578865
"Os.38416.1.A1_at","4333878",0.156491906227092,0.00563632244160831
"Os.18431.1.S1_at","4347613",0.499669206241997,0.00563674457377483
"Os.49806.1.S1_at","4346273",0.46521998896504,0.00563698502075763
"Os.26882.1.S1_at","4342860",0.394060261919547,0.00563742017154829
"Os.27255.2.S1_x_at","4342085",0.847332135909117,0.00563794811456573
"Os.15534.1.S1_at","4330934",-0.201779974112904,0.00563877115870157
"Os.22827.1.A1_at","4351563",-0.463762633923566,0.00564005433796185
"Os.12166.1.S1_at","4340509",0.215297697069092,0.00564340636096825
"Os.24684.1.S1_at","4332686",0.220732129686333,0.00565210881005094
"Os.46583.2.S1_at","4340097",-0.483602578672542,0.00566278602739918
"Os.7779.1.S2_x_at","4337564",0.436845411137616,0.00566496647017455
"Os.29907.1.S1_at","4325285",-0.844701118480264,0.0056667942154248
"Os.33461.1.S1_at","4334285",-0.25483561987444,0.00566738082338411
"Os.9163.1.S1_at","9268769",-0.340793433951101,0.00566903152430512
"Os.35797.1.S1_at","4342816",-0.271916176923117,0.00567333714318195
"Os.18519.1.S1_at","4326513",0.139995550842238,0.00567475443099372
"Os.50846.1.S1_s_at","4327070",0.631418299866503,0.00567803083352193
"OsAffx.26840.1.S1_s_at","4338075",-0.252110656879284,0.00567896312935883
"Os.6244.1.S1_x_at","4332204",0.958211251690711,0.00568871757145123
"Os.4742.1.S2_at","4342361",-0.229703260989817,0.00569685393081873
"Os.5515.1.S1_at","4349118",-0.149126087429295,0.00569782032533622
"Os.7113.1.S1_at","4337820",-0.20742201289073,0.00569825210174524
"Os.8580.1.S1_at","4335611",-0.195818527176879,0.0057060155608489
"Os.51652.1.S1_at","4339626",-0.58802890693124,0.00570804052267106
"Os.54770.1.S1_at","4328141",0.480506295692092,0.00570861547748685
"Os.38236.1.S1_at","4326393",1.08608243107665,0.00571142890437182
"Os.7836.1.S1_s_at","4341997",0.334053993641962,0.005714382520233
"Os.21627.1.S1_at","4338366",0.404940787769672,0.0057168330584757
"Os.4179.1.S1_at","4329532",0.204716096183876,0.00572008920199999
"Os.15312.1.S1_at","4332396",0.19414922911825,0.00572167664065755
"Os.5209.2.S1_at","4347599",0.415568297223775,0.00572792931760746
"Os.47438.1.A1_at","4349188",-0.166218815934867,0.0057337203856413
"Os.13618.1.S1_at","4344547",-0.523135015441518,0.00573399997653354
"Os.16381.1.S1_a_at","4325274",-0.392170155676004,0.00573549596492081
"Os.43269.1.S1_x_at","4344033",-0.417215610811869,0.00573760335374458
"Os.52513.1.S1_at","4332448",-0.553359949781909,0.00574469610464361
"Os.10667.1.S1_at","4326020",-0.185088815746781,0.00574553955112032
"Os.7326.1.S1_at","4335989",0.230569237739651,0.00574800340159978
"Os.14735.1.S1_at","9268920",0.395408024139677,0.0057602179353561
"Os.21849.1.S1_at","4332018",0.264570666889798,0.00576053417418358
"Os.14935.1.S1_at","4348200",-0.276407884196492,0.00576375822913077
"Os.6413.1.S1_a_at","4337877",-0.158319502025014,0.00576687579342285
"Os.50553.1.S1_at","4336930",-0.117973267429324,0.00576939670062968
"Os.8254.1.S1_at","4352415",-0.938561733186281,0.00577747950280994
"Os.7753.1.S1_at","4327911",-0.4137564289751,0.00578085963525457
"Os.3454.1.S1_at","4324364",0.509256332565335,0.00578474560018651
"Os.27888.1.S1_at","9268261",-0.363664544522141,0.00578617857602903
"Os.16925.1.S1_at","4335338",-0.841071815936308,0.0057867214541698
"Os.52370.1.S1_at","4347038",-0.24866620236342,0.00578727765282082
"Os.23301.1.S1_at","4334299",0.298606064987244,0.00579269441470914
"Os.49168.1.S1_s_at","4331417",0.276139821068094,0.00579926058844898
"Os.15241.1.S1_at","4339460",-0.272124338003188,0.00580099731839733
"Os.11753.1.S1_at","4342451",0.350423162687168,0.00580336431287759
"Os.24759.1.A1_at","4350523",-0.386542702538385,0.00580744428647217
"Os.53186.1.S1_x_at","4346096",0.184783914362409,0.00581262670453528
"Os.9075.1.S1_at","4334580",-0.258906039532954,0.00582076426708856
"Os.15821.1.A1_x_at","4337535",-0.400119116283898,0.00582155768048788
"Os.44431.1.S1_at","4342479",0.398053493531762,0.00582389166788458
"Os.26995.1.S1_at","4337961",-0.199945816681689,0.00582837957295757
"Os.26731.1.S1_at","4335856",0.15707062634019,0.00584313283340181
"Os.5413.1.S1_at","4335802",0.233719170561171,0.00584507082537906
"Os.51351.1.S1_at","4337501",0.795395118002171,0.00584786676130819
"Os.26367.1.S1_at","4327964",-0.161128608324358,0.00584981573827594
"Os.2685.1.S1_at","4324334",-0.184531856855248,0.00585062045223018
"Os.48083.1.A1_at","4329000",-0.199725475874901,0.0058512861311857
"Os.10905.2.S1_at","4343299",-0.121932347860611,0.00585284845232349
"Os.30910.1.S1_at","4324006",-1.14848818226227,0.00585497620211525
"Os.49569.1.S1_at","4331145",-0.245739518991166,0.00585550679133962
"Os.13772.1.S1_at","4336766",-0.338187510435318,0.00586361477738505
"Os.17219.1.S1_at","9271926",0.130306318916878,0.00586653150881749
"Os.14160.1.S1_at","4329978",0.240301111545735,0.00586751113168124
"Os.5421.1.S1_at","4333678",-0.489060395770492,0.00587132103451573
"Os.49538.1.S1_at","4333506",-0.534334489207645,0.00587160395478586
"Os.49161.1.S1_s_at","4338201",-0.594870868843529,0.00587513763036775
"Os.13987.1.S1_at","4337340",-0.255281456357373,0.00588239229918198
"Os.19576.1.A1_at","4350225",-0.17292723149413,0.00588657138857613
"Os.10120.2.S1_at","107275307",0.569520936016187,0.00589067259406307
"Os.18769.1.S1_at","4338159",-0.197737400635488,0.00589234823133383
"Os.51130.1.S1_at","4339115",0.714441607630148,0.00590952742019063
"Os.16902.1.S1_at","4330044",-0.285229008615823,0.0059122795022136
"Os.10342.1.S1_s_at","4331143",-0.195000378838802,0.00591478852664085
"Os.27785.1.A1_at","4324296",-0.605831904853985,0.00591577685876465
"Os.12078.1.S1_at","4330109",-0.348641533514614,0.00592555164211445
"Os.44471.1.S1_a_at","4343626",0.210941914553093,0.00592813480980674
"Os.17841.1.S1_at","4342467",0.322426821304477,0.00593741821772426
"Os.5395.1.S1_at","4338104",0.419005092514375,0.00594375817614472
"Os.46089.1.S1_at","4349455",-0.318863590971644,0.00595978185218525
"Os.16763.1.S1_at","4342425",-0.258205089906051,0.00596315138102929
"Os.28088.1.S1_at","4334407",-0.225327771478865,0.00596466132814579
"Os.5354.1.S1_at","4351557",0.380253141219876,0.00596476083219034
"Os.44812.1.S1_at","4339975",0.120002128803868,0.00596502279805334
"Os.51109.1.S1_at","9267196",0.347390931481098,0.00596663471041496
"Os.53152.1.S1_at","4337065",-0.654987781964275,0.00597188836236454
"Os.8896.1.S1_a_at","4350355",-0.304812407660032,0.0059754914570281
"Os.24906.1.S1_at","4325401",0.524579944830201,0.00597579576415575
"Os.11159.1.S1_at","4324661",-0.115000998726417,0.00598586448230198
"Os.15503.1.A1_at","4332119",-0.231396393407119,0.00598959619071554
"Os.17850.1.S1_at","4351640",-0.372203847076817,0.00598971264574336
"Os.47421.1.S1_at","4338935",0.381625474004519,0.00599647100415217
"Os.7556.1.S1_x_at","9269271",0.16066101175084,0.00599693763737355
"Os.2708.3.S1_at","4333283",-0.201827383833846,0.00599723032648959
"Os.12050.1.S1_a_at","4334619",-0.193293226732246,0.00599814679823629
"Os.28607.1.S2_at","4350112",1.46729110751404,0.00600436225743587
"Os.56074.1.S1_at","4328185",-0.998958917159661,0.00600942773321368
"Os.8271.1.S1_a_at","4325040",-0.746436405382158,0.00601375705340418
"Os.8633.1.S1_a_at","4337093",0.240425734928433,0.00601833630263659
"Os.9023.1.S1_x_at","4325980",-0.320885582184188,0.00601965624451214
"Os.28433.4.A1_at","4325628",0.551379707934358,0.00602062833536984
"Os.12311.1.S1_at","4326294",-0.129754015925577,0.00602443804242745
"Os.53628.1.S1_x_at","4334690",0.346551251772057,0.00603353839255734
"Os.10620.1.S1_at","4337946",-0.0930465353126255,0.00603423273111842
"Os.51063.1.S1_at","4347252",-0.352999701038266,0.00603651160654983
"Os.56243.1.S1_at","4334278",0.364343955283816,0.0060396646554646
"Os.55269.1.S1_at","4338745",-0.343149805276491,0.00604818364478669
"Os.46583.1.S1_s_at","4340097",-0.369272865171098,0.00604870354388565
"Os.16631.1.S1_x_at","9268251",0.192541792047701,0.00605515339079212
"Os.48079.1.S1_at","4343647",0.13636521375917,0.00605564345596507
"Os.10370.2.S1_at","4340876",0.129082434215933,0.00606339591691131
"Os.15233.1.S1_at","4340276",-0.308565761540457,0.00606608324267789
"Os.49846.1.S1_at","4336350",0.138070559089586,0.0060719386960493
"Os.19086.2.S1_x_at","4324354",0.357050909600762,0.00608579585102065
"Os.11097.1.S1_at","4328823",-0.160569819688021,0.00608785170082131
"Os.11608.1.S1_at","4326541",-0.298523242879488,0.00609006672527247
"Os.4251.1.S1_at","4328586",0.295068769584883,0.00609381254089963
"Os.9367.1.S1_a_at","4346775",-0.271083159480035,0.00609763402304292
"Os.55149.1.S1_at","4344995",0.292195305033694,0.0061137590630147
